date,hour,prediction,real
42341.000,2.000,22.278,20.260
42341.000,3.000,22.780,20.580
42341.000,4.000,24.229,21.480
42341.000,5.000,28.034,25.770
42341.000,6.000,33.075,34.980
42341.000,7.000,37.060,51.590
42341.000,8.000,37.396,49.460
42341.000,9.000,36.167,38.030
42341.000,10.000,35.001,29.560
42341.000,11.000,34.142,42.960
42341.000,12.000,33.250,35.970
42341.000,13.000,33.096,37.100
42341.000,14.000,33.061,49.910
42341.000,15.000,33.150,51.570
42341.000,16.000,34.191,51.580
42341.000,17.000,35.153,37.880
42341.000,18.000,33.915,42.930
42341.000,19.000,32.391,26.180
42341.000,20.000,31.089,23.590
42341.000,21.000,30.455,22.930
42341.000,22.000,29.316,22.290
42341.000,23.000,28.085,21.220
42342.000,0.000,26.983,19.490
42342.000,1.000,26.265,18.690
42342.000,2.000,25.681,17.370
42342.000,3.000,25.132,16.830
42342.000,4.000,25.055,17.190
42342.000,5.000,27.645,25.920
42342.000,6.000,31.611,34.940
42342.000,7.000,35.118,42.980
42342.000,8.000,36.270,34.980
42342.000,9.000,36.465,34.980
42342.000,10.000,35.924,21.950
42342.000,11.000,34.415,34.930
42342.000,12.000,32.505,34.930
42342.000,13.000,31.213,34.920
42342.000,14.000,30.764,34.990
42342.000,15.000,30.946,52.110
42342.000,16.000,32.253,52.110
42342.000,17.000,33.243,42.900
42342.000,18.000,32.528,34.980
42342.000,19.000,30.100,24.620
42342.000,20.000,28.627,20.800
42342.000,21.000,28.043,20.450
42342.000,22.000,27.371,19.710
42342.000,23.000,26.508,18.290
42343.000,0.000,24.610,16.280
42343.000,1.000,22.665,14.940
42343.000,2.000,21.855,13.510
42343.000,3.000,21.382,13.130
42343.000,4.000,21.046,13.390
42343.000,5.000,21.241,14.030
42343.000,6.000,21.597,15.460
42343.000,7.000,22.363,15.610
42343.000,8.000,23.356,15.390
42343.000,9.000,25.037,15.270
42343.000,10.000,26.407,15.740
42343.000,11.000,26.996,15.810
42343.000,12.000,26.334,15.520
42343.000,13.000,25.749,15.200
42343.000,14.000,25.880,15.170
42343.000,15.000,27.253,15.760
42343.000,16.000,29.414,16.780
42343.000,17.000,29.642,17.520
42343.000,18.000,27.961,16.550
42343.000,19.000,26.472,15.910
42343.000,20.000,25.606,15.850
42343.000,21.000,25.430,15.000
42343.000,22.000,24.925,14.660
42343.000,23.000,24.434,13.050
42344.000,0.000,23.921,7.720
42344.000,1.000,23.352,4.690
42344.000,2.000,22.741,4.130
42344.000,3.000,22.176,3.640
42344.000,4.000,21.765,3.960
42344.000,5.000,21.657,4.490
42344.000,6.000,21.753,4.470
42344.000,7.000,22.160,9.250
42344.000,8.000,22.554,12.020
42344.000,9.000,23.223,12.090
42344.000,10.000,23.987,12.820
42344.000,11.000,24.430,13.190
42344.000,12.000,24.600,12.970
42344.000,13.000,24.709,13.120
42344.000,14.000,25.168,14.050
42344.000,15.000,25.726,16.260
42344.000,16.000,26.465,17.340
42344.000,17.000,27.337,17.870
42344.000,18.000,26.857,17.150
42344.000,19.000,25.855,16.470
42344.000,20.000,25.266,15.000
42344.000,21.000,25.216,14.570
42344.000,22.000,24.953,13.630
42344.000,23.000,24.354,11.620
42345.000,0.000,24.217,14.490
42345.000,1.000,21.313,13.380
42345.000,2.000,20.407,13.190
42345.000,3.000,20.213,13.470
42345.000,4.000,20.800,14.570
42345.000,5.000,22.385,16.430
42345.000,6.000,27.822,31.790
42345.000,7.000,35.106,38.260
42345.000,8.000,37.160,34.970
42345.000,9.000,36.709,34.940
42345.000,10.000,36.375,34.930
42345.000,11.000,35.678,34.900
42345.000,12.000,34.812,32.190
42345.000,13.000,34.553,34.090
42345.000,14.000,34.305,34.970
42345.000,15.000,34.432,49.970
42345.000,16.000,35.604,44.050
42345.000,17.000,36.327,44.000
42345.000,18.000,35.417,36.370
42345.000,19.000,33.529,27.060
42345.000,20.000,31.399,23.600
42345.000,21.000,30.351,22.010
42345.000,22.000,29.005,20.510
42345.000,23.000,27.911,19.500
42346.000,0.000,26.749,19.580
42346.000,1.000,25.834,19.190
42346.000,2.000,24.961,19.040
42346.000,3.000,24.311,19.050
42346.000,4.000,24.478,19.360
42346.000,5.000,27.455,20.080
42346.000,6.000,32.766,27.040
42346.000,7.000,36.641,35.800
42346.000,8.000,37.434,35.000
42346.000,9.000,37.121,34.920
42346.000,10.000,36.572,28.030
42346.000,11.000,35.806,34.960
42346.000,12.000,34.540,34.970
42346.000,13.000,34.097,34.970
42346.000,14.000,33.762,51.450
42346.000,15.000,33.667,51.460
42346.000,16.000,34.894,51.450
42346.000,17.000,35.859,51.460
42346.000,18.000,34.868,51.450
42346.000,19.000,33.076,31.260
42346.000,20.000,31.043,21.700
42346.000,21.000,29.890,21.680
42346.000,22.000,28.819,19.670
42346.000,23.000,27.796,17.440
42347.000,0.000,24.118,16.360
42347.000,1.000,22.612,15.220
42347.000,2.000,22.363,14.860
42347.000,3.000,22.479,14.870
42347.000,4.000,23.488,16.470
42347.000,5.000,27.347,22.110
42347.000,6.000,34.359,34.910
42347.000,7.000,37.479,51.060
42347.000,8.000,37.817,44.070
42347.000,9.000,37.365,42.340
42347.000,10.000,36.921,29.680
42347.000,11.000,35.410,34.950
42347.000,12.000,33.621,34.980
42347.000,13.000,32.398,34.970
42347.000,14.000,31.739,51.420
42347.000,15.000,31.452,51.450
42347.000,16.000,32.149,51.450
42347.000,17.000,32.833,40.230
42347.000,18.000,31.739,38.090
42347.000,19.000,30.576,27.230
42347.000,20.000,29.477,20.230
42347.000,21.000,28.708,19.650
42347.000,22.000,27.847,18.000
42347.000,23.000,26.799,15.650
42348.000,0.000,26.021,14.220
42348.000,1.000,25.411,12.100
42348.000,2.000,24.770,10.440
42348.000,3.000,24.120,10.590
42348.000,4.000,23.713,13.750
42348.000,5.000,24.741,24.900
42348.000,6.000,29.651,34.950
42348.000,7.000,34.801,51.430
42348.000,8.000,35.941,34.990
42348.000,9.000,35.632,34.990
42348.000,10.000,35.447,34.970
42348.000,11.000,34.407,45.050
42348.000,12.000,32.900,35.890
42348.000,13.000,32.229,35.860
42348.000,14.000,32.408,34.990
42348.000,15.000,32.624,51.430
42348.000,16.000,33.361,45.090
42348.000,17.000,33.736,34.980
42348.000,18.000,33.052,35.560
42348.000,19.000,31.520,27.700
42348.000,20.000,29.818,19.910
42348.000,21.000,28.967,20.460
42348.000,22.000,27.866,18.860
42348.000,23.000,26.562,16.720
42349.000,0.000,24.152,16.280
42349.000,1.000,22.699,15.480
42349.000,2.000,22.536,15.500
42349.000,3.000,22.680,15.850
42349.000,4.000,23.189,17.270
42349.000,5.000,25.598,27.910
42349.000,6.000,32.161,44.080
42349.000,7.000,37.064,51.450
42349.000,8.000,37.269,51.450
42349.000,9.000,37.070,51.440
42349.000,10.000,36.604,44.050
42349.000,11.000,35.318,51.410
42349.000,12.000,33.519,51.440
42349.000,13.000,32.403,51.450
42349.000,14.000,32.335,51.440
42349.000,15.000,32.545,51.450
42349.000,16.000,33.402,51.450
42349.000,17.000,34.523,51.440
42349.000,18.000,33.794,51.410
42349.000,19.000,32.416,35.860
42349.000,20.000,30.771,25.760
42349.000,21.000,29.920,23.960
42349.000,22.000,29.017,19.300
42349.000,23.000,27.931,16.920
42350.000,0.000,26.942,18.190
42350.000,1.000,26.154,16.980
42350.000,2.000,25.382,16.600
42350.000,3.000,24.707,15.980
42350.000,4.000,24.488,16.650
42350.000,5.000,24.761,18.020
42350.000,6.000,25.264,18.850
42350.000,7.000,26.565,19.310
42350.000,8.000,28.322,20.040
42350.000,9.000,29.682,20.980
42350.000,10.000,30.334,22.970
42350.000,11.000,29.791,25.500
42350.000,12.000,29.034,27.620
42350.000,13.000,28.685,27.640
42350.000,14.000,28.943,37.750
42350.000,15.000,29.523,51.420
42350.000,16.000,31.231,51.410
42350.000,17.000,33.040,51.410
42350.000,18.000,32.159,51.400
42350.000,19.000,30.129,33.930
42350.000,20.000,28.950,21.000
42350.000,21.000,28.572,22.620
42350.000,22.000,28.293,20.740
42350.000,23.000,27.834,20.360
42351.000,0.000,25.151,20.070
42351.000,1.000,25.726,19.200
42351.000,2.000,26.220,18.930
42351.000,3.000,26.497,18.980
42351.000,4.000,26.684,18.980
42351.000,5.000,26.939,19.280
42351.000,6.000,27.248,19.370
42351.000,7.000,27.835,19.350
42351.000,8.000,28.679,19.970
42351.000,9.000,29.677,21.320
42351.000,10.000,30.071,21.960
42351.000,11.000,30.093,22.480
42351.000,12.000,29.781,22.380
42351.000,13.000,29.736,22.370
42351.000,14.000,30.017,27.650
42351.000,15.000,30.839,35.810
42351.000,16.000,32.262,51.400
42351.000,17.000,33.951,49.270
42351.000,18.000,33.667,41.670
42351.000,19.000,32.372,30.720
42351.000,20.000,30.889,27.640
42351.000,21.000,30.015,24.450
42351.000,22.000,29.152,22.370
42351.000,23.000,28.616,21.550
42352.000,0.000,28.114,22.330
42352.000,1.000,27.766,21.550
42352.000,2.000,27.453,21.360
42352.000,3.000,27.254,21.070
42352.000,4.000,27.386,21.870
42352.000,5.000,28.473,33.960
42352.000,6.000,32.779,51.230
42352.000,7.000,37.148,53.460
42352.000,8.000,39.124,56.700
42352.000,9.000,38.968,51.500
42352.000,10.000,38.321,47.960
42352.000,11.000,37.286,45.640
42352.000,12.000,36.323,43.050
42352.000,13.000,36.191,46.640
42352.000,14.000,36.430,55.000
42352.000,15.000,37.189,55.080
42352.000,16.000,39.465,55.090
42352.000,17.000,41.644,61.760
42352.000,18.000,39.622,55.010
42352.000,19.000,35.776,45.810
42352.000,20.000,32.865,33.910
42352.000,21.000,31.236,28.780
42352.000,22.000,29.720,22.040
42352.000,23.000,28.572,20.920
42353.000,0.000,24.349,20.470
42353.000,1.000,24.710,20.160
42353.000,2.000,25.377,19.990
42353.000,3.000,25.412,20.160
42353.000,4.000,25.826,20.610
42353.000,5.000,27.335,33.430
42353.000,6.000,31.228,33.410
42353.000,7.000,36.817,49.990
42353.000,8.000,39.814,53.710
42353.000,9.000,39.642,53.350
42353.000,10.000,38.748,51.080
42353.000,11.000,37.291,51.390
42353.000,12.000,35.739,50.710
42353.000,13.000,35.470,50.470
42353.000,14.000,35.516,49.600
42353.000,15.000,35.720,50.040
42353.000,16.000,36.968,50.960
42353.000,17.000,38.328,55.250
42353.000,18.000,36.935,52.150
42353.000,19.000,35.169,44.300
42353.000,20.000,32.689,28.570
42353.000,21.000,31.365,24.440
42353.000,22.000,30.359,21.060
42353.000,23.000,29.273,20.320
42354.000,0.000,28.563,20.650
42354.000,1.000,27.962,20.000
42354.000,2.000,27.499,19.750
42354.000,3.000,26.989,19.860
42354.000,4.000,26.873,20.440
42354.000,5.000,29.219,35.610
42354.000,6.000,34.548,35.650
42354.000,7.000,37.842,45.640
42354.000,8.000,40.109,45.440
42354.000,9.000,39.181,44.390
42354.000,10.000,38.390,42.440
42354.000,11.000,37.620,44.000
42354.000,12.000,36.547,42.320
42354.000,13.000,36.311,43.010
42354.000,14.000,35.855,49.970
42354.000,15.000,35.775,51.350
42354.000,16.000,36.791,50.950
42354.000,17.000,37.556,49.030
42354.000,18.000,36.243,43.590
42354.000,19.000,34.032,38.820
42354.000,20.000,32.048,33.750
42354.000,21.000,31.148,29.740
42354.000,22.000,30.261,24.660
42354.000,23.000,29.336,20.840
42355.000,0.000,25.642,19.680
42355.000,1.000,26.448,19.190
42355.000,2.000,27.710,18.970
42355.000,3.000,28.473,18.920
42355.000,4.000,29.073,26.860
42355.000,5.000,30.585,42.550
42355.000,6.000,34.431,51.350
42355.000,7.000,38.176,51.360
42355.000,8.000,40.103,45.560
42355.000,9.000,39.340,40.390
42355.000,10.000,38.729,35.850
42355.000,11.000,38.079,39.890
42355.000,12.000,36.584,35.820
42355.000,13.000,36.007,35.860
42355.000,14.000,35.471,51.360
42355.000,15.000,34.987,51.360
42355.000,16.000,35.879,38.250
42355.000,17.000,36.615,40.410
42355.000,18.000,35.526,47.570
42355.000,19.000,32.889,34.070
42355.000,20.000,31.294,30.440
42355.000,21.000,30.552,28.080
42355.000,22.000,29.576,20.150
42355.000,23.000,28.985,18.860
42356.000,0.000,28.417,17.340
42356.000,1.000,27.799,16.760
42356.000,2.000,27.556,16.320
42356.000,3.000,27.393,16.360
42356.000,4.000,27.824,16.980
42356.000,5.000,29.675,34.630
42356.000,6.000,32.800,38.530
42356.000,7.000,35.601,51.350
42356.000,8.000,36.380,51.350
42356.000,9.000,35.442,51.350
42356.000,10.000,34.639,26.840
42356.000,11.000,33.612,34.450
42356.000,12.000,32.442,34.410
42356.000,13.000,31.791,34.420
42356.000,14.000,31.683,34.100
42356.000,15.000,31.976,35.610
42356.000,16.000,32.953,34.440
42356.000,17.000,33.412,34.090
42356.000,18.000,32.589,34.080
42356.000,19.000,30.983,34.060
42356.000,20.000,30.068,17.710
42356.000,21.000,29.604,18.890
42356.000,22.000,29.039,16.650
42356.000,23.000,27.749,15.460
42357.000,0.000,25.173,14.620
42357.000,1.000,22.800,13.820
42357.000,2.000,21.762,13.370
42357.000,3.000,21.373,13.200
42357.000,4.000,21.379,13.600
42357.000,5.000,21.733,14.080
42357.000,6.000,22.299,14.910
42357.000,7.000,24.635,18.800
42357.000,8.000,29.011,15.540
42357.000,9.000,32.110,15.930
42357.000,10.000,33.004,16.240
42357.000,11.000,32.747,16.210
42357.000,12.000,31.987,16.020
42357.000,13.000,31.345,15.970
42357.000,14.000,31.505,16.230
42357.000,15.000,32.189,25.760
42357.000,16.000,33.219,26.870
42357.000,17.000,34.241,26.890
42357.000,18.000,33.518,25.800
42357.000,19.000,31.819,16.830
42357.000,20.000,29.780,15.990
42357.000,21.000,28.541,15.560
42357.000,22.000,27.376,19.160
42357.000,23.000,26.055,14.780
42358.000,0.000,25.067,12.530
42358.000,1.000,24.125,10.920
42358.000,2.000,23.296,10.060
42358.000,3.000,22.573,9.260
42358.000,4.000,22.031,9.400
42358.000,5.000,21.743,7.750
42358.000,6.000,21.797,9.640
42358.000,7.000,22.044,10.850
42358.000,8.000,22.419,12.720
42358.000,9.000,22.832,13.880
42358.000,10.000,23.671,14.340
42358.000,11.000,23.879,14.390
42358.000,12.000,23.914,14.290
42358.000,13.000,24.045,14.310
42358.000,14.000,24.687,14.450
42358.000,15.000,25.775,14.840
42358.000,16.000,26.987,15.510
42358.000,17.000,28.668,15.620
42358.000,18.000,28.401,15.410
42358.000,19.000,27.351,14.790
42358.000,20.000,26.477,14.360
42358.000,21.000,26.177,14.160
42358.000,22.000,25.632,13.360
42358.000,23.000,25.094,10.750
42359.000,0.000,23.666,8.710
42359.000,1.000,20.544,6.400
42359.000,2.000,19.339,5.310
42359.000,3.000,19.059,6.020
42359.000,4.000,19.429,9.480
42359.000,5.000,20.952,13.460
42359.000,6.000,25.079,26.830
42359.000,7.000,32.973,31.280
42359.000,8.000,35.890,25.780
42359.000,9.000,35.970,26.870
42359.000,10.000,35.518,24.570
42359.000,11.000,34.254,31.820
42359.000,12.000,32.216,29.830
42359.000,13.000,30.776,26.870
42359.000,14.000,30.073,30.900
42359.000,15.000,29.788,51.350
42359.000,16.000,30.323,35.630
42359.000,17.000,31.159,31.460
42359.000,18.000,30.015,28.440
42359.000,19.000,28.632,25.470
42359.000,20.000,27.619,14.200
42359.000,21.000,27.069,13.850
42359.000,22.000,26.261,12.030
42359.000,23.000,25.302,5.630
42360.000,0.000,24.382,6.990
42360.000,1.000,23.695,5.290
42360.000,2.000,22.961,5.080
42360.000,3.000,22.200,5.150
42360.000,4.000,21.521,7.840
42360.000,5.000,21.743,12.430
42360.000,6.000,23.085,15.750
42360.000,7.000,26.392,26.950
42360.000,8.000,29.383,26.820
42360.000,9.000,30.107,22.370
42360.000,10.000,30.335,23.970
42360.000,11.000,29.679,25.700
42360.000,12.000,29.094,25.040
42360.000,13.000,29.038,25.610
42360.000,14.000,29.285,26.810
42360.000,15.000,29.599,34.010
42360.000,16.000,30.353,34.040
42360.000,17.000,31.099,34.060
42360.000,18.000,30.660,35.610
42360.000,19.000,29.495,31.700
42360.000,20.000,28.539,16.670
42360.000,21.000,27.835,17.210
42360.000,22.000,26.641,14.090
42360.000,23.000,25.494,11.360
42361.000,0.000,23.062,10.050
42361.000,1.000,20.388,7.930
42361.000,2.000,19.638,3.540
42361.000,3.000,19.535,4.480
42361.000,4.000,19.881,6.390
42361.000,5.000,21.282,9.260
42361.000,6.000,23.592,13.650
42361.000,7.000,27.469,21.040
42361.000,8.000,30.005,19.510
42361.000,9.000,30.186,15.500
42361.000,10.000,30.241,15.950
42361.000,11.000,29.511,20.010
42361.000,12.000,28.520,18.510
42361.000,13.000,28.133,20.330
42361.000,14.000,28.307,26.890
42361.000,15.000,28.594,29.990
42361.000,16.000,29.020,26.890
42361.000,17.000,29.633,26.860
42361.000,18.000,29.239,21.620
42361.000,19.000,28.444,26.800
42361.000,20.000,27.517,17.360
42361.000,21.000,26.829,19.170
42361.000,22.000,25.707,12.830
42361.000,23.000,24.967,11.310
42362.000,0.000,24.434,9.920
42362.000,1.000,23.719,9.140
42362.000,2.000,23.187,8.730
42362.000,3.000,22.704,8.570
42362.000,4.000,22.310,8.720
42362.000,5.000,22.227,9.600
42362.000,6.000,22.298,10.070
42362.000,7.000,22.900,10.480
42362.000,8.000,23.531,11.960
42362.000,9.000,24.082,14.180
42362.000,10.000,24.232,14.910
42362.000,11.000,24.151,14.800
42362.000,12.000,24.087,14.510
42362.000,13.000,24.025,13.900
42362.000,14.000,24.071,13.240
42362.000,15.000,24.090,13.950
42362.000,16.000,23.907,13.980
42362.000,17.000,23.338,12.070
42362.000,18.000,23.210,11.290
42362.000,19.000,22.971,10.460
42362.000,20.000,22.570,8.570
42362.000,21.000,22.250,8.070
42362.000,22.000,21.745,7.340
42362.000,23.000,21.282,4.030
42363.000,0.000,22.765,3.180
42363.000,1.000,19.636,1.830
42363.000,2.000,18.724,0.460
42363.000,3.000,18.378,0.320
42363.000,4.000,18.256,3.040
42363.000,5.000,18.252,4.080
42363.000,6.000,18.254,4.010
42363.000,7.000,18.442,5.310
42363.000,8.000,18.541,9.590
42363.000,9.000,18.618,10.110
42363.000,10.000,19.029,10.550
42363.000,11.000,19.383,11.010
42363.000,12.000,19.922,11.310
42363.000,13.000,20.467,11.390
42363.000,14.000,20.900,11.880
42363.000,15.000,21.053,13.170
42363.000,16.000,21.399,14.080
42363.000,17.000,21.717,14.060
42363.000,18.000,22.097,13.390
42363.000,19.000,22.462,12.860
42363.000,20.000,22.664,12.470
42363.000,21.000,22.970,12.470
42363.000,22.000,22.885,12.170
42363.000,23.000,22.549,11.480
42364.000,0.000,21.809,10.120
42364.000,1.000,21.285,7.590
42364.000,2.000,20.665,6.360
42364.000,3.000,19.982,5.770
42364.000,4.000,19.397,7.090
42364.000,5.000,18.972,8.610
42364.000,6.000,18.842,10.140
42364.000,7.000,19.264,10.570
42364.000,8.000,19.763,11.400
42364.000,9.000,20.047,12.030
42364.000,10.000,20.177,12.940
42364.000,11.000,20.036,13.380
42364.000,12.000,20.144,13.390
42364.000,13.000,20.449,13.300
42364.000,14.000,21.100,13.760
42364.000,15.000,21.837,14.520
42364.000,16.000,22.428,15.480
42364.000,17.000,22.888,16.070
42364.000,18.000,23.383,15.930
42364.000,19.000,23.735,15.530
42364.000,20.000,23.863,15.220
42364.000,21.000,24.617,14.770
42364.000,22.000,24.931,14.440
42364.000,23.000,24.889,12.600
42365.000,0.000,24.631,12.440
42365.000,1.000,24.040,11.960
42365.000,2.000,23.986,11.720
42365.000,3.000,24.023,11.720
42365.000,4.000,24.323,11.940
42365.000,5.000,24.891,12.350
42365.000,6.000,25.932,12.470
42365.000,7.000,27.812,13.240
42365.000,8.000,29.870,13.110
42365.000,9.000,31.084,14.230
42365.000,10.000,31.674,15.120
42365.000,11.000,30.939,15.420
42365.000,12.000,29.886,15.440
42365.000,13.000,29.343,15.940
42365.000,14.000,29.268,26.450
42365.000,15.000,29.734,29.740
42365.000,16.000,30.635,34.080
42365.000,17.000,31.708,34.160
42365.000,18.000,31.700,34.090
42365.000,19.000,30.968,27.160
42365.000,20.000,30.186,17.680
42365.000,21.000,29.948,22.930
42365.000,22.000,29.484,21.760
42365.000,23.000,29.144,15.820
42366.000,0.000,28.713,15.610
42366.000,1.000,28.447,15.410
42366.000,2.000,28.524,15.490
42366.000,3.000,28.665,15.630
42366.000,4.000,28.958,16.570
42366.000,5.000,29.970,35.180
42366.000,6.000,31.849,50.000
42366.000,7.000,33.946,51.450
42366.000,8.000,35.301,51.470
42366.000,9.000,35.780,51.430
42366.000,10.000,35.861,41.590
42366.000,11.000,35.379,46.460
42366.000,12.000,34.394,51.420
42366.000,13.000,33.701,51.410
42366.000,14.000,33.349,51.480
42366.000,15.000,33.393,51.480
42366.000,16.000,34.535,51.480
42366.000,17.000,35.948,51.480
42366.000,18.000,35.083,51.470
42366.000,19.000,32.882,45.010
42366.000,20.000,31.073,48.010
42366.000,21.000,30.273,38.300
42366.000,22.000,29.648,32.200
42366.000,23.000,29.162,25.770
